,Generation,Individual,Fitness,Wins,Losses,Draws,Block_Violations,Misses,Blocks,Deadlocks,Forks,Code
0,1.0,4.0,38.528933092224236,22.0,8.0,18.0,46.0,34.0,33.0,2.0,32.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,2)]});bp.sync({waitFor:[X(f[p[2]].x,f[p[2]].y), O(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(2,0)]},4);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,0), O(2,0), O(2,0)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(1,2)]},11);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(1,2), X(1,0)]});bp.sync({request:[O(0,1)]},4);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(1,1), X(2,2)]});bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,2), O(2,1)]},11);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,0)]},10);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(1,1), O(1,1)]});bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,2), O(2,0)]},2);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y)]});bp.sync({waitFor:[O(0,2)]});bp.sync({request:[O(2,1), O(0,1)]},8);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({waitFor:[O(1,2), O(0,2)]});bp.sync({request:[O(1,2), O(0,2), O(2,2)]},6);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({request:[O(1,0), O(1,1), O(0,0)]},11);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({request:[O(2,0), O(2,0)]},8);}});
"
1,1.0,1.0,34.40277777777778,5.0,7.0,29.0,66.0,4.0,30.0,9.0,11.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,1), O(2,1), O(0,1), X(0,1)]});bp.sync({waitFor:[X(2,1), O(2,1), X(0,2)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y)]},2);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y)]});bp.sync({waitFor:[O(2,0), X(2,2), O(2,1), X(0,1)]});bp.sync({request:[O(0,2)]},5);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y), O(f[p[1]].x,f[p[1]].y)]},6);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y)]},10);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,2), O(2,2), X(2,1)]});bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y)]},10);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,0)]});bp.sync({request:[O(0,1)]},11);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,0)]});bp.sync({request:[O(2,0)]},11);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({request:[O(2,0)]},6);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({request:[O(0,1)]},7);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({waitFor:[X(1,1), X(2,1), O(1,0)]});bp.sync({request:[O(0,0), O(2,1), O(0,2), O(1,2)]},4);}});
"
2,1.0,2.0,36.03005226480836,16.0,3.0,31.0,75.0,25.0,37.0,0.0,30.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[2]].x,f[p[2]].y), X(f[p[2]].x,f[p[2]].y)]});bp.sync({waitFor:[O(2,1), X(2,0), O(2,0), X(2,0)]});bp.sync({request:[O(f[p[2]].x,f[p[2]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[1]].x,f[p[1]].y)]},10);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(1,2)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(2,2), O(2,0), O(1,0)]},5);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(1,1)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y)]},4);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]},9);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,0), X(0,1), X(2,1)]});bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[1]].x,f[p[1]].y)]},2);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]},11);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]},9);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({waitFor:[O(1,2), O(1,2), X(0,0)]});bp.sync({waitFor:[O(2,1), O(2,2)]});bp.sync({request:[O(2,0), O(0,1), O(0,0), O(2,1)]},1);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({waitFor:[X(0,2), O(2,0), O(2,2), X(1,0)]});bp.sync({waitFor:[O(2,1), O(2,0), O(2,2), X(2,0)]});bp.sync({request:[O(1,2), O(1,2)]},5);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({request:[O(0,0), O(2,0), O(0,0), O(1,1)]},10);}});
"
3,1.0,5.0,24.12087912087912,6.0,16.0,23.0,60.0,33.0,45.0,5.0,18.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({request:[O(2,1)]},10);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,1)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y)]},4);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({request:[O(1,1), O(2,1)]},7);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({request:[O(1,0), O(0,0), O(2,1)]},2);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y)]},2);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]},6);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y)]});bp.sync({waitFor:[O(1,1), X(2,2)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y)]},9);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({waitFor:[X(0,2), O(1,2), X(0,1), X(0,2)]});bp.sync({waitFor:[X(1,2), O(0,2), X(2,1), O(2,1)]});bp.sync({request:[O(1,2), O(0,0)]},1);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({waitFor:[X(0,2)]});bp.sync({waitFor:[X(1,1), X(0,1), X(2,1)]});bp.sync({request:[O(1,2)]},7);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({waitFor:[O(0,2), O(0,1), O(0,1), O(1,2)]});bp.sync({request:[O(2,2), O(0,0)]},10);}});
"
4,1.0,3.0,38.40996168582376,11.0,10.0,29.0,66.0,18.0,42.0,0.0,28.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(2,1), O(0,1)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[2]].x,f[p[2]].y)]},9);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[2]].x,f[p[2]].y)]},3);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(0,0)]});bp.sync({request:[O(0,0), O(2,0), O(2,0), O(2,0)]},4);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(1,0)]},8);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y)]},5);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,1)]});bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(0,2), O(2,0), O(0,2), O(0,1)]},9);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y)]});bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,1), O(2,2)]},9);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({waitFor:[O(2,0)]});bp.sync({request:[O(1,2)]},8);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({waitFor:[O(0,0), O(0,0), X(0,1)]});bp.sync({waitFor:[X(2,0), O(1,1), X(0,2), O(1,1)]});bp.sync({request:[O(1,1), O(0,2)]},3);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({waitFor:[X(2,1), X(2,0), O(1,2)]});bp.sync({request:[O(1,1), O(2,2), O(2,2), O(1,0)]},6);}});
"
5,2.0,2.0,35.72534464475079,19.0,3.0,26.0,54.0,27.0,28.0,2.0,29.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,2)]});bp.sync({waitFor:[X(f[p[2]].x,f[p[2]].y), O(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(2,0)]},4);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,0), O(2,0), O(2,0)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(1,2)]},11);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(1,2), X(1,0)]});bp.sync({request:[O(0,1)]},4);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(1,1), X(2,2)]});bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,2), O(2,1)]},11);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,0)]},10);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(1,1), O(1,1)]});bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,2), O(2,0)]},2);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y)]});bp.sync({waitFor:[O(0,2)]});bp.sync({request:[O(2,1), O(0,1)]},8);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({waitFor:[O(1,2), O(0,2)]});bp.sync({request:[O(1,2), O(0,2), O(2,2)]},6);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({request:[O(1,0), O(1,1), O(0,0)]},11);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({request:[O(2,0), O(2,0)]},8);}});
"
6,2.0,1.0,27.53448275862069,3.0,16.0,25.0,73.0,7.0,43.0,6.0,21.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,1), O(2,1), O(0,1), X(0,1)]});bp.sync({waitFor:[X(2,1), O(2,1), X(0,2)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y)]},2);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y)]});bp.sync({waitFor:[O(2,0), X(2,2), O(2,1), X(0,1)]});bp.sync({request:[O(0,2)]},5);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y)]});bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y), O(f[p[1]].x,f[p[1]].y)]},6);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(f[p[1]].x,f[p[1]].y), O(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y)]},10);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,2), O(2,2), X(2,1)]});bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y)]},10);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(0,0)]});bp.sync({request:[O(0,1)]},11);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,0)]});bp.sync({request:[O(2,0)]},11);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({request:[O(2,0)]},6);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({request:[O(0,1)]},7);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({waitFor:[X(1,1), X(2,1), O(1,0)]});bp.sync({request:[O(0,0), O(2,1), O(0,2), O(1,2)]},4);}});
"
7,2.0,3.0,38.50984870111333,14.0,6.0,30.0,77.0,17.0,36.0,0.0,26.0,"bp.registerBThread(""AddThirdO(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(2,1), O(0,1)]});bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[2]].x,f[p[2]].y)]},9);}});
bp.registerBThread(""PreventThirdX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">,""+""<""+f[p[2]].x+"",""+f[p[2]].y+"">)"",function(){while(true){bp.sync({request:[O(f[p[1]].x,f[p[1]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[2]].x,f[p[2]].y)]},3);}});
bp.registerBThread(""PreventFork22X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[O(0,0)]});bp.sync({request:[O(0,0), O(2,0), O(2,0), O(2,0)]},4);}});
bp.registerBThread(""PreventFork02X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(1,0)]},8);}});
bp.registerBThread(""PreventFork20X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y)]},5);}});
bp.registerBThread(""PreventFork00X(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(2,1)]});bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y)]});bp.sync({request:[O(0,2), O(2,0), O(0,2), O(0,1)]},9);}});
bp.registerBThread(""PreventForkdiagX(<""+f[p[0]].x+"",""+f[p[0]].y+"">,""+""<""+f[p[1]].x+"",""+f[p[1]].y+"">)"",function(){while(true){bp.sync({waitFor:[X(f[p[1]].x,f[p[1]].y), X(f[p[0]].x,f[p[0]].y), O(f[p[0]].x,f[p[0]].y)]});bp.sync({waitFor:[O(f[p[0]].x,f[p[0]].y), X(f[p[1]].x,f[p[1]].y), X(f[p[1]].x,f[p[1]].y)]});bp.sync({request:[O(0,1), O(2,2)]},9);}});
bp.registerBThread(""Center"",function(){while(true){bp.sync({waitFor:[O(2,0)]});bp.sync({request:[O(1,2)]},8);}});
bp.registerBThread(""Corners"",function(){while(true){bp.sync({waitFor:[O(0,0), O(0,0), X(0,1)]});bp.sync({waitFor:[X(2,0), O(1,1), X(0,2), O(1,1)]});bp.sync({request:[O(1,1), O(0,2)]},3);}});
bp.registerBThread(""Sides"",function(){while(true){bp.sync({waitFor:[X(2,1), X(2,0), O(1,2)]});bp.sync({request:[O(1,1), O(2,2), O(2,2), O(1,0)]},6);}});
"
