,Generation,Individual,BThreads_Number,Fitness,Wins,Losses,Draws,Block_Violations,Misses,Blocks,Deadlocks,Code
0,1.0,1.0,59.0,37.88443616029823,11.0,10.0,29.0,69.0,18.0,42.0,0.0,"bp.registerBThread(""O_Player_Thread_0"", function(){bp.sync({waitFor:[O(2,1)]});
bp.sync({waitFor:[X(0,2)]});
bp.sync({request:[O(0,2)]},40);
});
bp.registerBThread(""O_Player_Thread_1"", function(){bp.sync({waitFor:[O(2,0), X(0,0), X(1,1)]});
bp.sync({waitFor:[X(0,0), X(2,2), O(1,0)]});
bp.sync({request:[O(2,0), O(0,0)]},71);
});
bp.registerBThread(""O_Player_Thread_2"", function(){bp.sync({waitFor:[X(2,1), O(1,1)]});
bp.sync({request:[O(2,2), O(0,1), O(2,2), O(1,0)]},21);
});
bp.registerBThread(""O_Player_Thread_3"", function(){bp.sync({waitFor:[O(1,2), X(1,2), O(2,0), O(1,0)]});
bp.sync({waitFor:[O(0,2)]});
bp.sync({request:[O(2,2), O(2,2), O(0,2), O(2,2)]},25);
});
bp.registerBThread(""O_Player_Thread_4"", function(){bp.sync({waitFor:[X(0,2), X(0,2), X(1,2), O(2,1)]});
bp.sync({waitFor:[O(2,1), O(0,1)]});
bp.sync({request:[O(0,2), O(1,1)]},44);
});
bp.registerBThread(""O_Player_Thread_5"", function(){bp.sync({waitFor:[O(1,2), O(2,1), X(1,1), X(2,1)]});
bp.sync({request:[O(1,1)]},9);
});
bp.registerBThread(""O_Player_Thread_6"", function(){bp.sync({request:[O(2,2), O(0,1), O(0,1)]},49);
});
bp.registerBThread(""O_Player_Thread_7"", function(){bp.sync({request:[O(1,1), O(2,0), O(1,0), O(2,2)]},34);
});
bp.registerBThread(""O_Player_Thread_8"", function(){bp.sync({waitFor:[X(2,2), X(1,2), O(0,0), X(1,1)]});
bp.sync({request:[O(0,1), O(0,1), O(0,1)]},38);
});
bp.registerBThread(""O_Player_Thread_9"", function(){bp.sync({request:[O(0,0), O(1,2), O(2,2), O(2,2)]},14);
});
bp.registerBThread(""O_Player_Thread_10"", function(){bp.sync({waitFor:[X(0,1)]});
bp.sync({waitFor:[O(0,0), O(1,2)]});
bp.sync({request:[O(0,0), O(2,1)]},93);
});
bp.registerBThread(""O_Player_Thread_11"", function(){bp.sync({request:[O(2,2)]},26);
});
bp.registerBThread(""O_Player_Thread_12"", function(){bp.sync({waitFor:[O(1,1)]});
bp.sync({waitFor:[O(0,2), O(0,1), X(0,1), O(0,0)]});
bp.sync({request:[O(2,0), O(1,0), O(2,1)]},39);
});
bp.registerBThread(""O_Player_Thread_13"", function(){bp.sync({request:[O(0,0), O(0,0), O(1,2), O(0,2)]},34);
});
bp.registerBThread(""O_Player_Thread_14"", function(){bp.sync({waitFor:[X(1,1), O(2,2)]});
bp.sync({waitFor:[X(2,2), O(1,1), X(1,1)]});
bp.sync({request:[O(0,0)]},63);
});
bp.registerBThread(""O_Player_Thread_15"", function(){bp.sync({waitFor:[X(0,0), O(0,0)]});
bp.sync({waitFor:[O(2,0), X(0,1)]});
bp.sync({request:[O(0,1), O(0,2)]},33);
});
bp.registerBThread(""O_Player_Thread_16"", function(){bp.sync({waitFor:[X(2,0), O(0,0), O(0,2)]});
bp.sync({waitFor:[O(2,0), X(1,1), O(1,1)]});
bp.sync({request:[O(0,2), O(0,2), O(2,1)]},86);
});
bp.registerBThread(""O_Player_Thread_17"", function(){bp.sync({waitFor:[O(2,1), X(1,0), X(2,2), O(2,2)]});
bp.sync({request:[O(1,2)]},83);
});
bp.registerBThread(""O_Player_Thread_18"", function(){bp.sync({request:[O(0,2), O(0,2)]},56);
});
bp.registerBThread(""O_Player_Thread_19"", function(){bp.sync({waitFor:[O(0,1), O(0,1)]});
bp.sync({request:[O(0,0), O(1,1)]},26);
});
bp.registerBThread(""O_Player_Thread_20"", function(){bp.sync({waitFor:[X(1,0), O(0,2)]});
bp.sync({request:[O(2,0), O(0,1), O(0,2), O(1,2)]},93);
});
bp.registerBThread(""O_Player_Thread_21"", function(){bp.sync({waitFor:[X(2,1), O(2,2), X(0,1), X(1,1)]});
bp.sync({request:[O(1,2), O(1,1), O(1,1), O(0,0)]},47);
});
bp.registerBThread(""O_Player_Thread_22"", function(){bp.sync({waitFor:[O(2,2), O(0,2)]});
bp.sync({waitFor:[O(2,1), X(0,0), O(0,0), X(1,2)]});
bp.sync({request:[O(2,2)]},63);
});
bp.registerBThread(""O_Player_Thread_23"", function(){bp.sync({waitFor:[O(1,0), O(0,1), X(1,2)]});
bp.sync({request:[O(1,0), O(1,1), O(0,2), O(1,2)]},45);
});
bp.registerBThread(""O_Player_Thread_24"", function(){bp.sync({waitFor:[O(1,1), X(0,2), X(1,0), X(2,1)]});
bp.sync({waitFor:[O(1,1), X(2,2)]});
bp.sync({request:[O(1,2)]},9);
});
bp.registerBThread(""O_Player_Thread_25"", function(){bp.sync({waitFor:[X(0,2), O(2,0), X(2,0)]});
bp.sync({request:[O(1,0)]},13);
});
bp.registerBThread(""O_Player_Thread_26"", function(){bp.sync({request:[O(1,0), O(0,1), O(0,0)]},12);
});
bp.registerBThread(""O_Player_Thread_27"", function(){bp.sync({waitFor:[O(2,0), X(2,2), O(1,2)]});
bp.sync({request:[O(1,0)]},65);
});
bp.registerBThread(""O_Player_Thread_28"", function(){bp.sync({waitFor:[X(0,0), O(2,2)]});
bp.sync({request:[O(1,2), O(0,2), O(1,2), O(2,0)]},75);
});
bp.registerBThread(""O_Player_Thread_29"", function(){bp.sync({request:[O(2,2), O(2,2), O(2,1), O(0,1)]},69);
});
bp.registerBThread(""O_Player_Thread_30"", function(){bp.sync({request:[O(1,2)]},96);
});
bp.registerBThread(""O_Player_Thread_31"", function(){bp.sync({waitFor:[O(2,2), O(2,0)]});
bp.sync({waitFor:[O(1,1), X(1,1)]});
bp.sync({request:[O(2,0)]},6);
});
bp.registerBThread(""O_Player_Thread_32"", function(){bp.sync({waitFor:[O(1,2), X(1,2), X(0,2), O(0,2)]});
bp.sync({request:[O(0,0), O(0,2)]},5);
});
bp.registerBThread(""O_Player_Thread_33"", function(){bp.sync({waitFor:[O(0,0), O(0,1)]});
bp.sync({request:[O(0,1), O(0,2), O(0,0), O(1,1)]},91);
});
bp.registerBThread(""O_Player_Thread_34"", function(){bp.sync({waitFor:[X(0,0), X(0,2), O(0,1)]});
bp.sync({request:[O(1,1), O(0,1)]},38);
});
bp.registerBThread(""O_Player_Thread_35"", function(){bp.sync({waitFor:[O(2,0), X(2,1), O(2,2)]});
bp.sync({waitFor:[X(0,1), X(1,2), O(2,2)]});
bp.sync({request:[O(1,2)]},49);
});
bp.registerBThread(""O_Player_Thread_36"", function(){bp.sync({waitFor:[O(1,2), O(0,1), O(1,0), O(0,0)]});
bp.sync({request:[O(2,2)]},73);
});
bp.registerBThread(""O_Player_Thread_37"", function(){bp.sync({waitFor:[O(2,2)]});
bp.sync({waitFor:[X(2,2), O(1,0)]});
bp.sync({request:[O(0,0)]},3);
});
bp.registerBThread(""O_Player_Thread_38"", function(){bp.sync({request:[O(2,1)]},42);
});
bp.registerBThread(""O_Player_Thread_39"", function(){bp.sync({request:[O(1,0), O(2,1)]},67);
});
bp.registerBThread(""O_Player_Thread_40"", function(){bp.sync({request:[O(2,1), O(2,0)]},26);
});
bp.registerBThread(""O_Player_Thread_41"", function(){bp.sync({waitFor:[X(1,0), X(2,1), X(2,2)]});
bp.sync({waitFor:[X(2,0), X(1,2), O(0,2), X(0,0)]});
bp.sync({request:[O(2,1)]},97);
});
bp.registerBThread(""O_Player_Thread_42"", function(){bp.sync({waitFor:[O(0,1), X(2,2), O(1,2), X(2,2)]});
bp.sync({waitFor:[O(0,2), X(0,0)]});
bp.sync({request:[O(0,1), O(1,1), O(1,1)]},90);
});
bp.registerBThread(""O_Player_Thread_43"", function(){bp.sync({waitFor:[O(0,2)]});
bp.sync({waitFor:[X(2,1), O(1,2), O(2,0)]});
bp.sync({request:[O(2,0), O(2,1), O(1,0), O(1,0)]},48);
});
bp.registerBThread(""O_Player_Thread_44"", function(){bp.sync({waitFor:[X(2,1), X(0,1), X(2,2), O(2,0)]});
bp.sync({request:[O(1,2), O(2,0), O(1,1)]},24);
});
bp.registerBThread(""O_Player_Thread_45"", function(){bp.sync({waitFor:[X(0,1), X(0,0), X(2,0), O(0,2)]});
bp.sync({request:[O(0,2), O(0,2), O(2,1)]},55);
});
bp.registerBThread(""O_Player_Thread_46"", function(){bp.sync({waitFor:[X(2,0)]});
bp.sync({waitFor:[O(1,1)]});
bp.sync({request:[O(0,0), O(2,0)]},39);
});
bp.registerBThread(""O_Player_Thread_47"", function(){bp.sync({waitFor:[X(1,2), O(1,2), X(0,0), O(0,1)]});
bp.sync({waitFor:[X(0,2)]});
bp.sync({request:[O(0,1), O(1,1), O(0,2)]},80);
});
bp.registerBThread(""O_Player_Thread_48"", function(){bp.sync({request:[O(1,2), O(2,0), O(1,0)]},3);
});
bp.registerBThread(""O_Player_Thread_49"", function(){bp.sync({waitFor:[X(1,1), O(0,1), O(1,0)]});
bp.sync({waitFor:[O(0,1), O(0,0), O(2,1), X(2,0)]});
bp.sync({request:[O(2,0), O(1,1), O(0,2)]},12);
});
bp.registerBThread(""O_Player_Thread_50"", function(){bp.sync({waitFor:[O(0,1), O(1,1), O(0,2), X(1,2)]});
bp.sync({waitFor:[X(0,0)]});
bp.sync({request:[O(2,1)]},36);
});
bp.registerBThread(""O_Player_Thread_51"", function(){bp.sync({waitFor:[O(0,2), X(2,1), X(0,1), O(2,2)]});
bp.sync({request:[O(0,1), O(1,2), O(0,0)]},94);
});
bp.registerBThread(""O_Player_Thread_52"", function(){bp.sync({waitFor:[X(2,2), O(1,1)]});
bp.sync({waitFor:[O(1,1), X(2,2)]});
bp.sync({request:[O(1,0)]},98);
});
bp.registerBThread(""O_Player_Thread_53"", function(){bp.sync({waitFor:[X(1,1), X(2,0)]});
bp.sync({request:[O(0,1), O(2,1)]},66);
});
bp.registerBThread(""O_Player_Thread_54"", function(){bp.sync({request:[O(0,2), O(2,1), O(1,1)]},70);
});
bp.registerBThread(""O_Player_Thread_55"", function(){bp.sync({waitFor:[X(1,0), O(0,2)]});
bp.sync({waitFor:[X(0,0), X(2,2)]});
bp.sync({request:[O(2,0), O(1,0), O(0,0)]},87);
});
bp.registerBThread(""O_Player_Thread_56"", function(){bp.sync({waitFor:[O(2,2), O(2,2)]});
bp.sync({waitFor:[O(2,2), O(2,2), X(2,2)]});
bp.sync({request:[O(1,0), O(1,2), O(0,0), O(1,1)]},19);
});
bp.registerBThread(""O_Player_Thread_57"", function(){bp.sync({waitFor:[O(2,2), O(0,2)]});
bp.sync({request:[O(1,1), O(1,2)]},36);
});
bp.registerBThread(""O_Player_Thread_58"", function(){bp.sync({waitFor:[X(1,1), X(0,2), O(2,2), O(0,0)]});
bp.sync({waitFor:[X(2,1), X(2,2), X(2,1), X(2,1)]});
bp.sync({request:[O(1,1), O(2,0), O(0,1), O(1,1)]},2);
});
bp.registerBThread(""O_Player_Thread_59"", function(){bp.sync({waitFor:[X(2,1), X(2,2)]});
bp.sync({waitFor:[O(0,1), X(0,0)]});
bp.sync({request:[O(0,0)]},26);
});
"
1,1.0,2.0,54.0,45.005910165484636,19.0,9.0,22.0,59.0,17.0,35.0,0.0,"bp.registerBThread(""O_Player_Thread_0"", function(){bp.sync({waitFor:[O(2,0), O(1,0), X(1,1)]});
bp.sync({request:[O(1,2), O(1,1), O(2,2), O(0,1)]},38);
});
bp.registerBThread(""O_Player_Thread_1"", function(){bp.sync({request:[O(2,2), O(0,2), O(0,2), O(0,2)]},57);
});
bp.registerBThread(""O_Player_Thread_2"", function(){bp.sync({waitFor:[O(2,2), X(2,2)]});
bp.sync({waitFor:[O(1,1), O(2,2), X(2,1), X(1,1)]});
bp.sync({request:[O(1,2)]},69);
});
bp.registerBThread(""O_Player_Thread_3"", function(){bp.sync({request:[O(2,2), O(2,0)]},1);
});
bp.registerBThread(""O_Player_Thread_4"", function(){bp.sync({waitFor:[O(2,2)]});
bp.sync({waitFor:[X(2,0), O(0,0), X(0,1)]});
bp.sync({request:[O(2,2)]},75);
});
bp.registerBThread(""O_Player_Thread_5"", function(){bp.sync({waitFor:[X(0,2), O(0,2)]});
bp.sync({request:[O(2,1), O(0,0), O(1,2)]},45);
});
bp.registerBThread(""O_Player_Thread_6"", function(){bp.sync({waitFor:[O(0,2), X(1,2)]});
bp.sync({waitFor:[O(2,2), O(2,2)]});
bp.sync({request:[O(0,2), O(0,1), O(0,0), O(2,2)]},8);
});
bp.registerBThread(""O_Player_Thread_7"", function(){bp.sync({waitFor:[O(1,2), X(0,1), X(0,2), X(1,2)]});
bp.sync({request:[O(0,2)]},2);
});
bp.registerBThread(""O_Player_Thread_8"", function(){bp.sync({request:[O(2,1), O(1,1)]},71);
});
bp.registerBThread(""O_Player_Thread_9"", function(){bp.sync({waitFor:[O(1,0)]});
bp.sync({waitFor:[O(1,1)]});
bp.sync({request:[O(2,1), O(0,1)]},56);
});
bp.registerBThread(""O_Player_Thread_10"", function(){bp.sync({waitFor:[O(0,2)]});
bp.sync({request:[O(2,0), O(0,2), O(0,2), O(1,2)]},74);
});
bp.registerBThread(""O_Player_Thread_11"", function(){bp.sync({waitFor:[O(2,0), X(0,2), X(0,0)]});
bp.sync({waitFor:[O(1,2)]});
bp.sync({request:[O(1,0), O(0,2), O(2,0), O(0,1)]},57);
});
bp.registerBThread(""O_Player_Thread_12"", function(){bp.sync({request:[O(2,2)]},75);
});
bp.registerBThread(""O_Player_Thread_13"", function(){bp.sync({waitFor:[O(1,0), O(1,2), X(1,2), X(1,1)]});
bp.sync({waitFor:[X(2,0), X(1,1)]});
bp.sync({request:[O(1,1), O(2,1), O(1,0), O(1,1)]},88);
});
bp.registerBThread(""O_Player_Thread_14"", function(){bp.sync({request:[O(1,2), O(2,0), O(0,2), O(1,2)]},47);
});
bp.registerBThread(""O_Player_Thread_15"", function(){bp.sync({waitFor:[X(1,0), O(1,2)]});
bp.sync({request:[O(2,2), O(1,2), O(0,0)]},92);
});
bp.registerBThread(""O_Player_Thread_16"", function(){bp.sync({waitFor:[O(2,1), O(1,1), X(0,2), X(1,1)]});
bp.sync({waitFor:[X(1,1), O(2,1)]});
bp.sync({request:[O(2,1), O(0,2), O(0,2)]},47);
});
bp.registerBThread(""O_Player_Thread_17"", function(){bp.sync({waitFor:[X(1,2), X(2,0), X(0,2)]});
bp.sync({waitFor:[O(0,2)]});
bp.sync({request:[O(0,2), O(2,2)]},5);
});
bp.registerBThread(""O_Player_Thread_18"", function(){bp.sync({waitFor:[X(2,0)]});
bp.sync({waitFor:[X(2,2), X(2,1)]});
bp.sync({request:[O(1,0), O(2,2), O(0,2)]},15);
});
bp.registerBThread(""O_Player_Thread_19"", function(){bp.sync({request:[O(0,1)]},60);
});
bp.registerBThread(""O_Player_Thread_20"", function(){bp.sync({request:[O(2,1), O(2,1)]},89);
});
bp.registerBThread(""O_Player_Thread_21"", function(){bp.sync({request:[O(2,2)]},21);
});
bp.registerBThread(""O_Player_Thread_22"", function(){bp.sync({request:[O(0,0), O(2,2)]},19);
});
bp.registerBThread(""O_Player_Thread_23"", function(){bp.sync({waitFor:[O(2,0), O(2,1)]});
bp.sync({waitFor:[X(2,1), X(0,1), O(1,2)]});
bp.sync({request:[O(0,0), O(2,1)]},65);
});
bp.registerBThread(""O_Player_Thread_24"", function(){bp.sync({waitFor:[O(1,1), O(1,0)]});
bp.sync({request:[O(2,0), O(1,1)]},2);
});
bp.registerBThread(""O_Player_Thread_25"", function(){bp.sync({request:[O(1,2), O(1,1), O(1,2), O(1,2)]},89);
});
bp.registerBThread(""O_Player_Thread_26"", function(){bp.sync({request:[O(0,1)]},3);
});
bp.registerBThread(""O_Player_Thread_27"", function(){bp.sync({request:[O(0,2), O(0,0)]},1);
});
bp.registerBThread(""O_Player_Thread_28"", function(){bp.sync({waitFor:[O(1,2), O(0,1), O(0,0), O(2,0)]});
bp.sync({request:[O(1,2), O(0,1), O(0,0), O(1,1)]},22);
});
bp.registerBThread(""O_Player_Thread_29"", function(){bp.sync({request:[O(2,1), O(1,2), O(0,0)]},18);
});
bp.registerBThread(""O_Player_Thread_30"", function(){bp.sync({waitFor:[X(0,0), X(2,1), X(1,2), X(1,1)]});
bp.sync({waitFor:[X(2,2)]});
bp.sync({request:[O(1,0), O(0,2), O(2,1), O(2,2)]},9);
});
bp.registerBThread(""O_Player_Thread_31"", function(){bp.sync({waitFor:[O(2,1), O(0,0), X(2,1)]});
bp.sync({request:[O(0,0), O(1,2), O(0,0)]},49);
});
bp.registerBThread(""O_Player_Thread_32"", function(){bp.sync({request:[O(2,0)]},50);
});
bp.registerBThread(""O_Player_Thread_33"", function(){bp.sync({waitFor:[O(0,1), O(1,2), X(2,2)]});
bp.sync({request:[O(0,0), O(0,2), O(1,0)]},47);
});
bp.registerBThread(""O_Player_Thread_34"", function(){bp.sync({waitFor:[O(1,1)]});
bp.sync({request:[O(1,2), O(1,0)]},28);
});
bp.registerBThread(""O_Player_Thread_35"", function(){bp.sync({waitFor:[O(0,1), O(2,0), O(2,0), O(1,2)]});
bp.sync({waitFor:[X(1,2), O(2,2), O(2,2), O(2,0)]});
bp.sync({request:[O(0,2), O(2,1)]},54);
});
bp.registerBThread(""O_Player_Thread_36"", function(){bp.sync({waitFor:[X(1,1), O(2,1), X(0,0)]});
bp.sync({waitFor:[O(2,1), O(1,2), X(1,2), O(0,0)]});
bp.sync({request:[O(1,2), O(1,1), O(2,0)]},1);
});
bp.registerBThread(""O_Player_Thread_37"", function(){bp.sync({waitFor:[O(1,2)]});
bp.sync({request:[O(1,1), O(2,2), O(1,0)]},80);
});
bp.registerBThread(""O_Player_Thread_38"", function(){bp.sync({waitFor:[O(0,1), X(1,1), X(1,0), X(0,1)]});
bp.sync({request:[O(1,0), O(2,0)]},59);
});
bp.registerBThread(""O_Player_Thread_39"", function(){bp.sync({request:[O(1,0), O(1,2), O(2,1)]},31);
});
bp.registerBThread(""O_Player_Thread_40"", function(){bp.sync({request:[O(2,2)]},75);
});
bp.registerBThread(""O_Player_Thread_41"", function(){bp.sync({waitFor:[X(2,2), O(2,0), X(0,1)]});
bp.sync({request:[O(0,1), O(2,1), O(0,2), O(0,0)]},55);
});
bp.registerBThread(""O_Player_Thread_42"", function(){bp.sync({waitFor:[X(1,0)]});
bp.sync({request:[O(1,2), O(0,2), O(0,2)]},1);
});
bp.registerBThread(""O_Player_Thread_43"", function(){bp.sync({waitFor:[O(1,0), X(2,1), O(2,1), O(0,0)]});
bp.sync({waitFor:[O(1,1), X(2,1), X(1,1), X(2,2)]});
bp.sync({request:[O(0,2), O(2,1), O(0,2)]},41);
});
bp.registerBThread(""O_Player_Thread_44"", function(){bp.sync({waitFor:[O(0,2), X(2,0), O(1,2), O(0,0)]});
bp.sync({waitFor:[X(2,2), O(0,0), O(2,2)]});
bp.sync({request:[O(1,0), O(0,0), O(1,2), O(1,1)]},7);
});
bp.registerBThread(""O_Player_Thread_45"", function(){bp.sync({request:[O(2,1)]},68);
});
bp.registerBThread(""O_Player_Thread_46"", function(){bp.sync({waitFor:[O(0,0), X(2,0)]});
bp.sync({request:[O(2,2), O(2,0), O(0,0)]},42);
});
bp.registerBThread(""O_Player_Thread_47"", function(){bp.sync({request:[O(0,2)]},93);
});
bp.registerBThread(""O_Player_Thread_48"", function(){bp.sync({waitFor:[X(2,2), O(1,0), X(2,2), O(0,0)]});
bp.sync({waitFor:[X(1,2)]});
bp.sync({request:[O(1,2)]},76);
});
bp.registerBThread(""O_Player_Thread_49"", function(){bp.sync({waitFor:[O(2,2)]});
bp.sync({request:[O(1,0), O(0,0), O(1,1), O(0,2)]},48);
});
bp.registerBThread(""O_Player_Thread_50"", function(){bp.sync({waitFor:[O(2,2), X(0,0), O(0,1), O(0,0)]});
bp.sync({request:[O(2,0), O(1,1), O(0,1)]},77);
});
bp.registerBThread(""O_Player_Thread_51"", function(){bp.sync({waitFor:[X(2,2), O(0,1), O(2,1)]});
bp.sync({request:[O(0,2), O(1,0), O(0,1)]},90);
});
bp.registerBThread(""O_Player_Thread_52"", function(){bp.sync({waitFor:[O(1,0), X(2,0)]});
bp.sync({request:[O(2,0), O(2,2)]},59);
});
bp.registerBThread(""O_Player_Thread_53"", function(){bp.sync({waitFor:[O(2,0), O(1,0), O(0,1), O(0,2)]});
bp.sync({waitFor:[O(1,1)]});
bp.sync({request:[O(1,0), O(0,1), O(1,1)]},7);
});
bp.registerBThread(""O_Player_Thread_54"", function(){bp.sync({waitFor:[X(2,1), X(2,0), X(1,2), X(0,1)]});
bp.sync({waitFor:[O(0,0), O(2,2)]});
bp.sync({request:[O(2,2), O(0,0)]},8);
});
"
